PLAYER_WYID,FIRSTNAME,LASTNAME,ROLECODE3,BIRTHDATE,SEASONNAME,SEASON_WYID,COMPETITIONNAME,COMPETITION_WYID,SEASON_WYID,PLAYER_WYID,MATCHES,MATCHESINSTART,MATCHESSUBSTITUTED,MATCHESCOMINGOFF,MINUTESONFIELD,MINUTESTAGGED,GOALS,ASSISTS,SHOTS,HEADSHOTS,YELLOWCARDS,REDCARDS,DIRECTREDCARDS,PENALTIES,LINKUPPLAYS,DUELS,DUELSWON,DEFENSIVEDUELS,DEFENSIVEDUELSWON,OFFENSIVEDUELS,OFFENSIVEDUELSWON,AERIALDUELS,AERIALDUELSWON,FOULS,PASSES,SUCCESSFULPASSES,SMARTPASSES,SUCCESSFULSMARTPASSES,PASSESTOFINALTHIRD,SUCCESSFULPASSESTOFINALTHIRD,CROSSES,SUCCESSFULCROSSES,FORWARDPASSES,SUCCESSFULFORWARDPASSES,BACKPASSES,SUCCESSFULBACKPASSES,THROUGHPASSES,SUCCESSFULTHROUGHPASSES,KEYPASSES,SUCCESSFULKEYPASSES,VERTICALPASSES,SUCCESSFULVERTICALPASSES,LONGPASSES,SUCCESSFULLONGPASSES,DRIBBLES,SUCCESSFULDRIBBLES,INTERCEPTIONS,DEFENSIVEACTIONS,SUCCESSFULDEFENSIVEACTION,ATTACKINGACTIONS,SUCCESSFULATTACKINGACTIONS,FREEKICKS,FREEKICKSONTARGET,DIRECTFREEKICKS,DIRECTFREEKICKSONTARGET,CORNERS,SUCCESSFULPENALTIES,SUCCESSFULLINKUPPLAYS,ACCELERATIONS,PRESSINGDUELS,PRESSINGDUELSWON,LOOSEBALLDUELS,LOOSEBALLDUELSWON,MISSEDBALLS,SHOTASSISTS,SHOTONTARGETASSISTS,RECOVERIES,OPPONENTHALFRECOVERIES,DANGEROUSOPPONENTHALFRECOVERIES,LOSSES,OWNHALFLOSSES,DANGEROUSOWNHALFLOSSES,XGSHOT,XGASSIST,XGSAVE,RECEIVEDPASS,TOUCHINBOX,PROGRESSIVERUN,OFFSIDES,CLEARANCES,SECONDASSISTS,THIRDASSISTS,SHOTSBLOCKED,FOULSSUFFERED,PROGRESSIVEPASSES,COUNTERPRESSINGRECOVERIES,SLIDINGTACKLES,GOALKICKS,DRIBBLESAGAINST,DRIBBLESAGAINSTWON,GOALKICKSSHORT,GOALKICKSLONG,SHOTSONTARGET,SUCCESSFULPROGRESSIVEPASSES,SUCCESSFULSLIDINGTACKLES,SUCCESSFULGOALKICKS,FIELDAERIALDUELS,FIELDAERIALDUELSWON,GKCLEANSHEETS,GKCONCEDEDGOALS,GKSHOTSAGAINST,GKEXITS,GKSUCCESSFULEXITS,GKAERIALDUELS,GKAERIALDUELSWON,GKSAVES,NEWDUELSWON,NEWDEFENSIVEDUELSWON,NEWOFFENSIVEDUELSWON,NEWSUCCESSFULDRIBBLES,LATERALPASSES,SUCCESSFULLATERALPASSES
610500,Marco,Bruhn ,FWD,2004-11-12,2025/2026,191620,1st Division,328,191620,610500,18,7,7,11,858,858,7,0,21,8,1,0,0,1,10,212,60,22,3,45,11,99,33,15,121,85,0,0,11,5,1,0,17,11,30,28,0,0,1,1,31,19,3,2,10,4,17,39,26,32,15,0,0,0,0,0,1,5,0,10,0,46,13,22,1,1,21,11,2,143,47,4,4.02,0.47,0,96,33,5,8,12,1,1,0,5,11,11,0,0,0,0,0,0,11,1,0,0,99,33,0,0,0,0,0,0,0,0,67,9,12,4,31,19
679843,August,Bryld,MID,2004-10-27,2025/2026,191620,1st Division,328,191620,679843,7,0,0,7,101,101,0,0,2,0,1,0,0,0,0,24,4,11,1,3,1,5,0,2,22,14,0,0,5,3,1,0,9,7,2,1,0,0,1,1,6,3,1,0,1,1,5,17,9,4,2,0,0,0,0,0,0,0,0,2,0,5,2,2,1,1,7,4,1,15,5,0,0.18,0.04,0,12,2,1,0,2,0,0,0,1,4,3,1,0,5,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,6,3,1,1,6,3
56031,Patrick Haakon,Olsen,MID,1994-04-23,2025/2026,191620,1st Division,328,191620,56031,16,16,0,0,1577,1577,1,1,17,0,5,1,0,0,0,184,72,59,11,68,32,31,15,17,847,736,3,1,157,121,13,6,291,217,136,135,14,4,5,5,273,253,103,56,15,12,42,108,82,48,17,29,13,3,0,37,0,0,1,20,0,26,14,9,19,5,99,53,5,156,53,5,0.75,3.11,0,668,14,28,2,12,1,0,6,16,144,57,7,0,17,10,0,0,3,113,3,0,31,15,0,0,0,0,0,0,0,0,88,33,26,7,273,253
383090,Kasper,Enghardt,DEF,1992-05-27,2025/2026,191620,1st Division,328,191620,383090,10,7,2,3,653,653,0,0,0,0,0,0,0,0,0,107,44,53,18,4,3,29,16,8,392,348,0,0,59,46,0,0,147,116,25,25,5,3,1,1,186,179,54,32,1,1,46,102,87,1,1,0,0,0,0,0,0,0,0,0,0,21,7,2,1,1,108,17,1,60,31,6,0,0.17,0,280,1,7,0,22,0,0,2,4,82,33,3,0,20,14,0,0,0,64,1,0,29,16,0,0,0,0,0,0,0,0,64,38,3,1,186,179
735823,Mathias,Veltz,FWD,1996-10-06,2025/2026,191620,1st Division,328,191620,735823,6,0,0,6,176,176,0,0,5,0,0,0,0,0,3,51,19,8,2,20,11,14,5,4,25,20,0,0,0,0,0,0,1,0,7,6,0,0,0,0,8,7,0,0,7,5,4,12,7,12,5,0,0,0,0,0,0,3,0,4,0,9,1,1,0,0,9,7,2,25,5,1,0.77,0,0,20,8,4,1,1,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,21,3,12,5,8,7
511987,Tobias,Arndal,MID,1997-09-01,2025/2026,191620,1st Division,328,191620,511987,12,9,9,3,706,706,1,1,8,1,0,0,0,0,12,126,49,46,13,31,16,28,13,7,182,130,1,0,24,16,15,3,44,22,49,47,1,0,4,4,46,32,6,0,6,4,20,68,54,30,9,0,0,0,0,0,0,9,0,8,0,21,7,2,4,4,30,14,1,83,23,1,0.88,0.28,0,137,18,7,4,4,0,1,0,6,24,17,2,0,7,2,0,0,4,14,2,0,28,13,0,0,0,0,0,0,0,0,65,32,13,2,46,32
504570,Monday Bassey,Etim,FWD,1998-12-04,2025/2026,191620,1st Division,328,191620,504570,8,8,4,0,650,650,2,1,20,5,1,0,0,1,14,166,47,29,2,54,18,58,18,22,116,90,1,0,7,5,2,1,17,7,40,39,1,0,2,2,30,23,1,1,8,6,6,36,18,31,15,0,0,0,0,0,1,7,3,19,0,25,9,4,2,2,15,12,4,78,12,1,3.88,0.1,0,77,29,2,5,3,0,1,0,10,7,10,1,0,1,1,0,0,9,6,1,0,58,18,0,0,0,0,0,0,0,0,52,11,14,5,30,23
425929,Luka,Račić,DEF,1999-05-08,2025/2026,191620,1st Division,328,191620,425929,5,4,0,1,426,426,0,0,1,0,2,0,0,0,0,47,25,14,3,8,5,15,10,4,208,181,0,0,27,22,0,0,79,60,5,4,0,0,0,0,102,97,22,12,1,0,15,34,28,2,0,0,0,0,0,0,0,0,0,0,0,10,7,4,0,0,47,8,1,32,20,4,0.14,0,0,152,1,1,0,15,0,0,1,1,44,22,5,1,5,3,1,0,0,30,3,1,15,10,0,0,0,0,0,0,0,0,27,8,2,0,102,97
779828,Muhammad Khan ,Huzaifa ,DEF,2006-08-05,2025/2026,191620,1st Division,328,191620,779828,4,0,0,4,72,64,0,0,0,0,0,0,0,0,0,11,4,1,0,6,4,0,0,1,39,37,0,0,4,4,4,2,8,8,15,14,0,0,0,0,11,10,2,1,1,1,4,5,4,5,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,8,5,0,7,3,1,0,0.41,0,30,3,1,0,1,0,0,1,2,9,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,11,10
258617,Benjamin,Tiedemann Hansen,DEF,1994-02-07,2025/2026,191620,1st Division,328,191620,258617,10,10,0,0,970,970,0,0,3,2,1,0,0,0,0,118,54,32,13,10,4,50,24,5,741,666,0,0,109,78,1,1,296,235,35,34,7,3,0,0,353,347,82,41,1,1,48,83,78,5,3,0,0,0,0,0,0,0,0,0,0,26,13,1,0,0,133,21,2,86,39,9,0.33,0,0,548,5,4,0,21,1,0,6,5,116,41,3,12,10,7,12,0,2,87,2,12,50,24,0,0,0,0,0,0,0,0,67,27,3,0,353,347
767230,Julius,Søndergaard Lucena,FWD,2008-03-05,2025/2026,191620,1st Division,328,191620,767230,15,6,6,9,626,626,0,1,12,3,1,0,0,0,2,145,48,39,5,43,16,34,14,8,116,84,0,0,5,3,9,0,21,10,32,30,0,0,1,1,32,21,7,0,16,10,18,58,39,37,11,0,0,0,0,0,0,2,0,40,0,29,13,10,5,1,22,14,5,75,13,3,1.12,0.25,0,88,22,7,6,3,1,0,2,2,7,11,1,0,7,2,0,0,4,3,0,0,34,14,0,0,0,0,0,0,0,0,59,20,12,7,32,21
705604,Erkan,Semovski,FWD,2004-11-23,2025/2026,191620,1st Division,328,191620,705604,1,0,0,1,8,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
697954,Ifenna ,Dorgu,FWD,2006-08-23,2025/2026,191620,1st Division,328,191620,697954,17,3,3,14,425,425,2,1,6,0,2,0,0,0,5,134,35,15,0,62,22,26,5,11,54,44,0,0,3,2,0,0,10,7,20,18,0,0,1,1,12,11,3,3,7,3,7,22,15,13,5,0,0,0,0,0,0,3,0,14,0,31,8,6,4,1,14,12,4,56,11,1,1.02,0.23,0,32,15,3,3,1,0,0,0,14,2,11,0,0,0,0,0,0,3,1,0,0,26,5,0,0,0,0,0,0,0,0,36,8,15,2,12,11
621856,Pontus,Texel,DEF,2004-02-27,2025/2026,191620,1st Division,328,191620,621856,6,4,1,2,422,422,1,0,1,0,0,0,0,0,0,38,14,19,4,6,3,9,3,2,208,163,0,0,20,12,12,2,63,38,38,35,1,0,0,0,73,64,21,10,1,1,13,32,23,14,3,0,0,0,0,0,0,0,0,0,0,4,4,1,2,0,30,6,0,45,17,3,0.16,0.05,0,163,6,9,2,15,0,1,0,2,29,10,0,0,11,6,0,0,1,14,0,0,9,3,0,0,0,0,0,0,0,0,19,10,2,0,73,64
510674,Gregers,Arndal-Lauritzen,DEF,1998-05-03,2025/2026,191620,1st Division,328,191620,510674,10,7,3,3,684,684,0,1,3,3,1,0,0,0,1,113,65,34,10,6,3,62,45,4,451,381,0,0,75,49,10,3,178,128,34,34,7,2,1,1,179,171,55,27,1,1,29,65,55,14,3,0,0,0,0,0,0,1,1,1,0,11,7,0,1,1,102,10,1,87,29,9,0.22,0.04,0,320,5,7,1,31,0,0,4,5,93,35,2,7,12,4,7,0,0,70,2,7,62,45,0,0,0,0,0,0,0,0,79,24,3,0,179,171
679648,Lukas,Schmidt,MID,2006-02-26,2025/2026,191620,1st Division,328,191620,679648,2,0,0,2,24,24,0,0,2,0,0,0,0,0,0,12,3,8,2,1,0,0,0,1,7,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,1,4,1,0,0.17,0,0,3,1,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,1
449251,Roni,Arabaci,FWD,2001-02-14,2025/2026,191620,1st Division,328,191620,449251,18,9,9,9,880,880,2,1,19,1,3,0,0,0,15,177,62,49,8,87,44,13,3,15,310,234,0,0,20,14,21,8,54,28,88,84,1,0,5,5,97,74,19,4,28,23,17,76,59,68,28,5,2,3,1,4,0,9,0,13,0,28,7,4,7,5,44,28,6,110,30,3,1.1,1.15,0,259,30,17,3,5,0,0,0,20,35,28,10,0,5,2,0,0,5,19,4,0,13,3,0,0,0,0,0,0,0,0,74,32,32,15,97,74
766724,Yasin ,Belhadj,FWD,2006-04-18,2025/2026,191620,1st Division,328,191620,766724,13,0,0,13,255,255,0,0,2,0,1,0,0,0,2,70,26,21,2,34,19,9,2,7,88,72,0,0,4,3,7,3,25,20,24,23,0,0,3,3,21,17,2,2,12,10,8,29,19,21,13,0,0,0,0,0,0,2,0,1,0,6,3,1,5,3,17,8,2,30,11,5,0.08,0.41,0,63,5,6,0,1,0,0,2,5,16,9,0,0,6,3,0,0,1,12,0,0,9,2,0,0,0,0,0,0,0,0,36,11,20,9,21,17
769436,Kanga Liam Aaron,Akalé,FWD,2005-04-20,2025/2026,191620,1st Division,328,191620,769436,16,12,5,4,1184,1184,3,1,33,4,1,0,0,1,25,282,94,30,6,142,56,57,16,8,150,115,1,0,17,9,4,2,35,19,35,33,2,0,3,3,45,36,6,2,26,20,16,48,34,64,29,0,0,0,0,0,0,12,0,26,0,53,16,10,7,3,27,22,6,130,36,1,5.21,1.29,0,109,42,12,5,4,1,0,1,25,16,17,2,0,2,1,0,0,12,9,0,0,57,16,0,0,0,0,0,0,0,0,91,16,43,15,45,36
620139,Viktor,Højbjerg,GKP,2002-08-21,2025/2026,191620,1st Division,328,191620,620139,1,0,0,1,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,1,0,0,0,12,6,0,0,0,0,0,0,4,4,9,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,0,0.79,11,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,4
625199,Emil Borella,Jensen,FWD,2005-02-07,2025/2026,191620,1st Division,328,191620,625199,1,1,0,0,97,97,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,9,0,0,4,1,0,0,10,5,0,0,1,1,0,0,4,4,9,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0.68,7,0,0,0,1,0,0,0,0,3,0,0,9,0,0,4,5,0,2,0,9,0,0,1,0,5,2,0,0,0,5,0,0,0,0,4,4
449513,Emeka,Nnamani,FWD,2001-11-04,2025/2026,191620,1st Division,328,191620,449513,3,1,1,2,108,108,0,0,1,0,0,0,0,0,0,23,4,4,0,9,2,2,0,4,20,15,0,0,0,0,2,2,7,4,2,2,0,0,1,1,5,5,0,0,2,1,0,4,1,5,3,0,0,0,0,0,0,0,0,0,0,8,2,0,1,1,1,0,0,10,3,0,0.05,0.61,0,18,5,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5,1,2,1,5,5
624807,Christian,Boyum Johansen,DEF,2005-05-09,2025/2026,191620,1st Division,328,191620,624807,6,1,0,5,216,216,1,0,1,1,0,0,0,0,0,48,25,18,4,4,3,15,10,5,84,68,0,0,13,7,0,0,44,31,8,8,0,0,0,0,18,17,10,4,0,0,18,36,26,1,1,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,32,7,0,29,11,2,0.15,0,0,48,1,2,1,9,0,0,2,3,14,13,0,0,7,2,0,0,1,7,0,0,15,10,0,0,0,0,0,0,0,0,29,8,3,0,18,17
562683,Marcus,Kirchheiner,DEF,1997-09-24,2025/2026,191620,1st Division,328,191620,562683,18,18,4,0,1686,1686,0,0,3,0,2,0,0,0,0,272,111,129,28,61,39,29,16,25,1116,893,2,1,197,128,47,18,529,382,131,127,12,5,6,6,323,274,197,90,20,16,117,254,205,72,34,0,0,0,0,0,0,0,2,1,0,53,28,7,11,6,209,64,5,243,108,15,0.58,1.19,0,774,13,18,1,60,2,1,11,16,257,80,8,0,50,27,0,0,0,170,3,0,29,16,0,0,0,0,0,0,0,0,165,80,41,15,323,274
738377,Emil,Villumsen,DEF,2006-09-19,2025/2026,191620,1st Division,328,191620,738377,1,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
636037,Mylian,Jiménez,MID,2003-01-13,2025/2026,191620,1st Division,328,191620,636037,2,0,0,2,37,37,0,0,2,1,0,0,0,0,0,4,1,3,0,0,0,0,0,1,14,12,0,0,6,6,0,0,7,5,1,1,1,1,0,0,6,6,2,2,0,0,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,1,3,1,0,0.51,0,0,13,2,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,6
577566,Julius,Madsen,DEF,2003-08-01,2025/2026,191620,1st Division,328,191620,577566,13,4,2,9,517,517,1,2,7,0,1,0,0,0,0,68,25,26,4,21,11,9,4,6,207,154,0,0,24,12,28,13,67,38,52,52,2,0,6,6,57,40,24,11,11,8,17,43,31,46,20,3,1,0,0,6,0,0,4,2,0,12,6,1,13,6,39,17,6,63,18,0,0.97,1.67,0,152,10,8,2,4,0,0,0,0,53,19,0,0,7,4,0,0,2,38,0,0,9,4,0,0,0,0,0,0,0,0,31,14,7,5,57,40
523409,Hans Christian,Bonnesen,MID,2001-03-17,2025/2026,191620,1st Division,328,191620,523409,1,1,0,0,98,98,0,0,0,0,0,0,0,0,0,9,3,2,0,2,1,3,1,1,45,40,0,0,6,3,0,0,18,13,6,6,1,0,0,0,17,17,5,0,0,0,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,11,2,0,5,0,0,0,0,0,31,0,1,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,17,17
483429,Ahmed,Iljazovski,DEF,1997-07-31,2025/2026,191620,1st Division,328,191620,483429,16,9,3,7,1015,1015,2,1,10,5,3,0,0,0,0,180,67,90,18,26,15,39,22,12,428,320,2,1,61,28,36,13,175,111,59,58,5,2,4,4,122,97,62,28,14,9,45,145,114,62,29,1,0,0,0,0,0,0,0,3,0,25,12,1,8,4,101,23,1,124,37,3,0.91,0.83,0,295,16,13,2,19,0,0,1,9,90,35,10,0,32,14,0,0,4,65,6,0,39,22,0,0,0,0,0,0,0,0,110,59,17,11,122,97
660886,Nicolai,Blicher,DEF,2006-02-07,2025/2026,191620,1st Division,328,191620,660886,1,0,0,1,9,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
536823,Mihajlo,Ivančević,DEF,1999-04-07,2025/2026,191620,1st Division,328,191620,536823,12,12,4,0,1016,1016,0,0,6,2,3,0,0,0,0,138,68,36,9,13,6,64,38,11,602,526,0,0,99,61,0,0,256,196,46,46,5,1,0,0,242,231,108,58,1,1,56,96,84,7,1,0,0,0,0,0,0,0,0,1,0,25,15,1,1,0,129,23,2,103,40,9,0.18,0.03,0,425,8,9,1,50,0,0,4,8,98,51,4,20,8,4,17,3,0,70,3,18,64,38,0,0,0,0,0,0,0,0,82,24,5,1,242,231
700514,Elias,Caspersen Egerton,MID,2004-02-11,2025/2026,191620,1st Division,328,191620,700514,17,10,8,7,965,965,0,1,13,2,0,0,0,0,5,211,74,51,5,101,51,27,4,9,301,253,1,0,31,24,3,1,80,60,77,72,1,0,4,4,81,71,10,5,23,17,17,69,42,40,18,0,0,0,0,0,0,4,2,16,0,32,14,7,7,4,53,30,5,98,34,2,2.35,0.65,0,213,29,12,4,3,0,0,0,24,34,37,1,0,13,1,0,0,3,24,0,0,27,4,0,0,0,0,0,0,0,0,89,24,47,14,81,71
435879,Oliver,Kjærgaard,FWD,1998-07-11,2025/2026,191620,1st Division,328,191620,435879,17,16,4,1,1534,1534,2,4,32,3,1,0,0,0,2,360,138,107,22,151,75,49,23,29,601,446,1,0,68,48,64,28,174,110,145,137,5,1,8,8,187,136,68,30,60,47,54,165,117,157,68,16,7,2,0,39,0,2,6,13,0,53,18,13,18,8,99,41,6,248,73,11,3.11,2.23,0,413,56,35,2,5,0,0,1,20,130,56,4,0,28,11,0,0,10,87,2,0,49,23,0,0,0,0,0,0,0,0,160,59,60,30,187,136
449476,Frederik Juul,Christensen,MID,2000-01-19,2025/2026,191620,1st Division,328,191620,449476,1,0,0,1,20,20,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,6,4,0,0,1,0,1,1,3,2,2,2,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0.01,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
380832,Søren,Andreasen,FWD,1996-03-13,2025/2026,191620,1st Division,328,191620,380832,17,13,13,4,978,978,4,0,27,3,2,0,0,0,14,146,51,22,0,51,27,41,16,5,169,113,1,1,29,14,9,3,39,21,42,35,2,2,2,2,52,36,11,8,12,9,16,43,34,49,25,1,0,1,0,0,0,10,1,10,0,32,8,10,6,2,24,14,3,104,25,4,4.77,1,0,123,31,7,3,2,0,0,1,12,24,16,5,0,4,1,0,0,14,17,1,0,41,16,0,0,0,0,0,0,0,0,63,13,26,7,52,36
328537,Mathias,Hebo Rasmussen,MID,1995-08-02,2025/2026,191620,1st Division,328,191620,328537,8,5,5,3,298,298,0,0,5,1,1,0,0,0,0,28,10,11,1,7,6,3,1,5,119,101,1,1,28,19,0,0,44,29,10,9,3,2,0,0,42,41,19,11,3,3,15,30,23,9,4,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,21,10,2,24,8,1,0.26,0,0,93,5,0,0,3,0,0,1,5,23,12,4,0,6,1,0,0,0,15,2,0,3,1,0,0,0,0,0,0,0,0,13,4,6,3,42,41
449795,Mehmet,Coskun,DEF,1998-11-06,2025/2026,191620,1st Division,328,191620,449795,2,0,0,2,26,26,0,0,0,0,0,0,0,0,0,6,1,4,0,1,0,0,0,0,11,9,0,0,2,1,1,0,3,2,1,1,0,0,0,0,3,3,1,1,0,0,3,7,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2,1,3,1,0,0,0,0,7,0,0,1,1,0,0,1,1,3,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3
594473,Tobias,Storm,DEF,2004-07-04,2025/2026,191620,1st Division,328,191620,594473,17,17,2,0,1596,1596,0,1,5,1,1,0,0,0,0,193,88,69,22,32,16,53,30,9,1009,932,0,0,115,87,4,2,422,361,75,75,5,2,3,3,398,391,57,29,6,4,69,139,122,15,5,0,0,0,0,0,0,0,2,1,0,39,20,5,3,3,168,30,4,101,43,8,0.5,0.09,0,745,14,11,0,37,0,0,7,12,148,65,1,30,15,8,30,0,0,121,1,30,53,30,0,0,0,0,0,0,0,0,119,52,17,3,398,391
776258,Elison,Makolli,DEF,2005-01-10,2025/2026,191620,1st Division,328,191620,776258,14,14,2,0,1276,1276,0,0,8,1,3,0,0,0,0,228,104,89,29,42,25,54,28,15,983,905,0,0,107,86,5,0,349,299,60,59,2,0,0,0,470,452,48,20,11,9,72,165,139,24,9,0,0,0,0,0,0,0,2,1,0,43,22,11,0,0,167,29,4,111,63,18,0.57,0,0,739,8,17,1,35,1,1,6,6,119,61,4,10,24,13,10,0,1,93,3,10,54,28,0,0,0,0,0,0,0,0,135,63,22,8,470,452
449136,Niels,Morberg,MID,2001-02-20,2025/2026,191620,1st Division,328,191620,449136,15,13,6,2,1196,1196,0,0,7,1,3,0,0,0,0,199,59,91,18,38,20,28,8,18,592,495,1,1,85,53,6,1,180,116,100,99,5,2,2,1,190,174,62,33,1,1,42,138,106,15,4,0,0,0,0,1,0,0,0,6,0,42,13,4,4,2,109,55,7,122,43,4,0.57,0.32,0,440,4,2,0,6,0,0,2,13,88,69,5,0,26,12,0,0,1,62,1,0,28,8,0,0,0,0,0,0,0,0,100,59,20,1,190,174
679215,Malthe,Kjølby,DEF,2006-01-13,2025/2026,191620,1st Division,328,191620,679215,6,1,1,5,121,121,0,0,1,1,0,0,0,0,0,24,6,10,0,2,1,6,2,1,48,46,0,0,3,3,0,0,16,14,3,3,0,0,0,0,22,22,0,0,0,0,8,19,15,1,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,10,1,0,4,4,0,0.17,0,0,33,1,0,0,5,0,0,0,0,6,3,1,4,4,2,4,0,0,4,1,4,6,2,0,0,0,0,0,0,0,0,12,6,1,0,22,22
620801,Gustav,Mortensen,DEF,2004-03-19,2025/2026,191620,1st Division,328,191620,620801,16,16,1,0,1563,1563,2,0,10,0,4,0,0,0,0,245,66,129,14,50,27,26,8,15,722,571,0,0,59,40,85,32,225,158,140,132,2,2,16,16,221,171,52,24,22,18,67,196,148,117,54,0,0,0,0,0,0,0,5,7,0,40,17,3,23,16,125,40,7,197,69,3,1.06,2.17,0,557,26,29,5,38,0,0,5,7,137,45,0,0,50,23,0,0,5,100,0,0,26,8,0,0,0,0,0,0,0,0,128,81,22,17,221,171
682037,Elias Valentin,Andersen,MID,2005-07-28,2025/2026,191620,1st Division,328,191620,682037,6,2,2,4,173,173,0,1,5,0,0,0,0,0,0,24,5,6,1,11,4,3,0,0,29,24,0,0,2,1,4,2,4,3,9,8,0,0,2,2,9,6,2,2,3,2,4,10,6,12,3,0,0,0,0,0,0,0,0,2,0,4,0,1,3,2,8,4,0,14,4,0,0.65,0.61,0,21,8,1,3,0,0,0,0,1,3,5,0,0,1,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,2,3,1,9,6
252417,Adam,Andersson,DEF,1996-11-11,2025/2026,191620,1st Division,328,191620,252417,8,6,4,2,502,502,0,2,3,0,0,0,0,0,0,62,21,31,8,14,8,10,2,1,335,281,1,1,54,42,16,7,125,97,52,50,6,3,5,5,99,84,36,18,5,5,23,55,43,25,13,3,2,0,0,14,0,0,0,2,0,7,3,1,8,5,48,15,3,66,26,4,0.16,0.8,0,261,8,11,0,15,0,1,2,0,88,19,1,0,17,6,0,0,1,67,1,0,10,2,0,0,0,0,0,0,0,0,30,19,6,4,99,84
450134,Villads,Rasmussen,MID,2001-11-27,2025/2026,191620,1st Division,328,191620,450134,16,16,12,0,1196,1196,0,2,17,0,0,0,0,0,22,251,119,50,8,160,98,16,6,9,334,266,1,0,23,17,34,13,66,40,116,112,4,0,4,4,86,71,15,4,43,36,23,77,56,95,39,5,3,0,0,16,0,17,7,15,0,25,7,13,13,4,54,30,2,134,43,6,1.6,1.01,0,256,38,33,2,5,1,1,0,41,38,30,4,0,6,3,0,0,4,25,3,0,16,6,0,0,0,0,0,0,0,0,111,29,69,22,86,71
